ID,Division,RAS,RASdesc,pctinvalid,Team,Rank,Title,EducLv,Age,Sex,EthnicGrp,Citizenship,YearsofService,MyRole_Q1,MyRole_Q2,MyRole_Q3,MyRole_Q4,MyRole_Q5,MyRole_Q6,MyRole_Q7,MyRole_Q8,MyRole_Q9,MyRole_Q10,MyRole_Q11,RasManagement_Q1,RasManagement_Q2,RasManagement_Q3,RasManagement_Q4,RasManagement_Q5,RasManagement_Q6,RasManagement_Q7,RasManagement_Q8,RasManagement_Q9,RasManagement_Q10,RasManagement_Q11,RasManagement_Q12,RasManagement_Q13,RasManagement_Q14,RasManagement_Q15,WorkEnvironment_Q1,WorkEnvironment_Q2,WorkEnvironment_Q3,WorkEnvironment_Q4,WorkEnvironment_Q5,WorkEnvironment_Q6,WorkEnvironment_Q7,WorkEnvironment_Q8,WorkEnvironment_Q9,WorkEnvironment_Q10,WorkEnvironment_Q11,WorkEnvironment_Q12,WorkEnvironment_Q13,WorkEnvironment_Q14,WorkEnvironment_Q15,Communication_Q1,Communication_Q2,Communication_Q3,Communication_Q4,Communication_Q5,Communication_Q6,Communication_Q7,Communication_Q8,Communication_Q9,Training_Q1,Training_Q2,Training_Q3,Training_Q4,Training_Q5,Training_Q6,TrainingNeeds_Q1,TrainingNeeds_Q2,TrainingNeeds_Q3,TrainingNeeds_Q4,TrainingNeeds_Q5,TrainingNeeds_Q6,TrainingNeeds_Q7,TrainingNeeds_Q8,TrainingNeeds_Q9,ToolsResourcesAndProcesses_Q1,ToolsResourcesAndProcesses_Q2,ToolsResourcesAndProcesses_Q3,ToolsResourcesAndProcesses_Q4,ToolsResourcesAndProcesses_Q5,ToolsResourcesAndProcesses_Q6,ToolsResourcesAndProcesses_Q7,ToolsResourcesAndProcesses_Q8,ToolsResourcesAndProcesses_Q9,ToolsResourcesAndProcesses_Q10,ToolsResourcesAndProcesses_Q11,OverallSatisfaction_Q1,OverallSatisfaction_Q2,OverallSatisfaction_Q3,OverallSatisfaction_Q4,OverallSatisfaction_Q5,OverallSatisfaction_Q6
75,2,3,Cancer and Imaging,10,2,3,Clin Trials Post-Awd Spc III,2,60,1,1,1,1.200000048,3,2,2,4,4,3,2,4,3,The environment does not encourage one to excel.,Fairness. Less partiality shown by leadership to some individuals over others.,2,2,4,3,2,2,3,2,2,3,3,2,2,rather not comment,equity and honesty,2,3,3,3,3,4,3,3,3,3,5,5,3,I enjoy working with other groups at Emory and feel valued by a majority of those I have the opportunity to work with.,equity,4,3,4,3,4,4,3,,,4,4,4,4,4,3,0,0,0,0,0,0,0,0,training isn't the issue in this department,4,4,4,4,4,4,4,4,3,,,3,4,3,3,3,
76,2,1,"Anesthesiology, Brain Health, Orthopaedics, and Surgical Services",7.5,1,3,"Research Admin, Post Award III",3,36.20000076,1,3,1,1.299999952,3,4,5,2,4,2,3,4,2,It is challenging to keep up with multiple moving pieces especially as tasks are continually added without it being factored in to workloads.,Provide more resources to the department to accomplish administrative tasks and a better allocation of work between the RAS and FGC.,5,5,5,5,5,2,4,3,5,5,1,5,5,Both are incredible mentors and supervisors.,Better workload and pay equity are essential to maintaining a happy team.,5,5,5,5,5,5,5,2,3,5,5,5,1,,,5,5,5,5,5,5,5,,,5,5,5,4,2,4,1,0,0,0,0,1,0,0,,5,5,5,5,1,1,1,1,3,,,1,2,4,4,2,"It is a great idea that has struggled with implementation, especially on the post-award side. The workload is not manageable or equitable among team members and there is a tremendous pay discrepancy. Tasks are transitioned from central to RAS which from te unit perspective does not seem fair given the current scope of expected duties."
77,2,6,Hospital and Specialty Services,2.5,1,1,"Research Admin, Pre-Award I",2,27,0,2,1,1.100000024,5,5,5,5,5,5,5,5,5,"I enjoy my job because I am constantly learning and there is pretty something new everyday. I also know that at the end of the day, I am helping our world move forward in medicine.",Nothing I can think of at the moment. The culture is great here at Emory!,5,5,5,5,5,2,5,5,5,5,5,5,5,"I have no further comments, my supervisor/director handles our RAS very well.",I have no comments.,5,5,5,5,5,5,5,5,5,5,5,5,5,We have a environment that promotes productivity as well as camaraderie.,No comment.,4,5,5,5,5,5,5,We have a open door/honest policy.,No comment.,5,5,4,5,4,5,1,1,1,0,1,1,0,1,"NIH, NSF, etc. training",5,5,5,2,5,5,5,5,5,A laptop would be a great tool to have. It would help with being efficient substantially.,Allowing RAS members to have access to laptops for work.,5,5,5,5,5,The only thing that I can think of to make the RAS more efficient would be to make laptops accessible for RAS staff. It will help staff be more prepared when going to meetings with faculty. There are situations where we may need to take work home and a latop would help with both scenarios tremendously.
78,3,8,Public Health and Nursing,7.5,1,6,"Sr Dir, Research Admin Svcs",2,43.59999847,1,1,1,1,5,5,5,5,5,5,5,5,5,"The environment in PHN is great, and you feel supported by the leadership in both SON and RSPH.  There is an investment from the schools related to the RAS staff which has proved to provide job satisfaction","More advocacy to work through processes that impact RAS work.  Many of the processes change hands between FGC, RAS, and OSP.  These processes significantly impact the RAS workload and create inefficiencies if not working properly.  Improvements could be mde which would reduce the post-award workload, which would allow them to spend more time meeting with the faculty.",5,3,5,5,5,1,4,5,5,5,4,5,4,,,5,5,5,5,5,4,5,3,3,5,5,5,5,"Again, I think a lot of the working environment is related to the leadership in the two schools.",,5,5,5,3,4,2,3,Many times we don't know the progress of initiatives being worked on by RAS central.,An intranet could be developed listing the initiatives and where they stand.,3,3,1,1,5,5,0,1,0,0,1,0,0,0,,4,5,2,3,5,5,5,5,5,"Entire processes need to be looked at and better coordination established between FGC, Cost Studies, and OSP.  Relationships need to be fostered and better teamwork established.",,5,4,5,5,5,"Training could have a significant impact, the PHN RAS has implemented a training program, but there isn't much offered centrally.  Even when new employees start it is challenging to get them enrolled in classes and access to systems."
79,2,7,Pediatrics,0,2,1,Clin Trials Post-Award Spec I,2,23.20000076,1,1,1,1,1,2,2,3,2,3,4,2,2,,,2,2,4,4,4,2,2,5,4,4,3,5,4,,,4,4,5,5,5,4,5,2,4,4,4,4,5,,,4,4,4,4,4,4,4,,,2,2,3,2,2,4,1,1,1,1,1,1,1,1,,2,3,3,2,5,5,4,5,4,,,2,4,5,5,3,
80,2,2,Basic Sciences,2.5,1,7,"Research Admin, Pre-Award Mgr",3,40.09999847,1,3,1,1,4,5,5,5,5,4,5,4,4,,There needs to be more professional development and training opportunities provided from within since traveling is not an option.,5,4,5,5,5,2,4,4,4,4,2,2,4,Beatriz is a welcomed breath of fresh air in comparison to previous director. She interacts well with staff and empowers each to handle tasks without taking over.,,4,4,4,4,4,3,3,3,3,3,3,3,3,The communication within our RAS is not where it should be but I do see improvement.,"The space is simply inadequate, regardless of how you fix it up.",4,4,1,2,3,3,3,,"There needs to be better, clear concise governance that applies to all units.",1,2,2,2,4,4,1,1,1,0,1,1,0,1,Research administration training in general,3,4,4,3,3,3,3,1,3,,,4,4,4,4,4,
81,3,8,Public Health and Nursing,5,1,2,"Research Admin, Post Award II",2,35.70000076,1,1,1,0.699999988,4,4,5,5,4,5,5,5,5,"I am extremely satisfied with my job.  I'm relatively new to Emory (I started at the end of October, 2016) and have found my experience with Emory very satisfying thus far.","At this time, since I'm still learning the ropes, I can't think of anything I could suggest that might make my job better.",4,5,5,4,5,1,5,5,4,4,4,5,5,"I immensely enjoy working for my direct supervisor and also my RAS Director; both are very supportive of professional development opportunities I'd like to pursue, both are quite easy to approach and always ready to help with a problem and/or generate a geat solution.  It's truly been a pleasure working with these individuals thus far.","At this time, I'm unable to identify anything RAS management could do to improve their overall effectiveness as unit managers and true team members.  It's great to work for this unit and for this management team.",5,4,5,4,5,4,5,4,4,5,5,4,5,No additional comments; I'm quite satisfied overall.,I can't think of anything that could be done to improve my work environment.,5,5,4,4,4,5,5,Overall I have found that communication from RAS Central has been communicated very effectively either from an email from RAS Central or through my RAS Director or Supervisor.,I have no ideas as to how communication could be improved at this time; currently I find it very effective.,5,4,3,4,2,4,1,1,0,0,1,0,1,0,,5,4,3,5,5,5,3,5,4,Only feedback for this section is information on why I answered that I neither agree nor disagree that RAS staffing at this time is adequate; I'm assuming it is adequate because I don't feel overwhelmed with my own workload.,"Division of labor (ie, SalesForce, SAM Kiosk, contacting FGC or OSP analyst directly) could be improved simply because I never know if entering a SalesForce ticket is sufficient or if that ticket itself will be inadvertently forgotten and I need to be makng alternate/simultaneous attempts to reach out in addition to simply entering the ticket.",5,4,5,5,5,I can't think of a thing.
82,2,7,Pediatrics,10,2,2,Clin Trials Pre-Awd Spc II,2,32,1,1,1,0.699999988,4,2,2,4,4,4,4,4,4,,,2,3,4,4,3,2,4,4,3,4,3,4,4,,,4,4,4,4,3,3,4,4,4,4,4,4,3,,,3,2,3,3,4,4,4,,,4,4,4,4,3,3,0,0,0,0,0,0,0,0,,4,3,3,4,4,4,4,4,4,,,4,4,4,4,4,
83,2,5,Department of Medicine,5,1,1,"Research Admin, Post-Award I",3,43.90000153,1,1,1,0.699999988,4,4,4,5,4,4,3,4,4,It is challenging to give each award the level of attention it needs due to the volume and complexity of awards assigned to me.,"A shorter turn around time from other departments (e.g. FGC, OSP) when tickets and/or requests are submitted.",4,5,4,4,4,2,4,4,4,4,3,4,4,,,4,4,4,4,4,4,4,4,4,4,4,4,4,,,3,3,3,3,4,4,4,,,4,4,4,4,4,2,0,1,1,0,0,0,1,1,,4,4,3,4,2,4,2,4,4,,,4,4,4,4,4,
84,2,5,Department of Medicine,7.5,1,2,"Research Admin, Post Award II",3,55.90000153,1,2,1,0.699999988,4,4,4,5,5,4,4,4,4,,,5,5,4,5,4,2,4,4,4,4,4,5,5,,,4,4,4,5,4,5,4,4,4,4,4,4,4,,,4,4,4,4,4,4,4,,,4,4,4,4,4,4,0,0,1,0,0,1,0,0,,4,4,4,4,4,4,4,4,4,,,4,4,4,4,4,
85,3,8,Public Health and Nursing,8.75,1,2,"Research Admin, Post Award II",3,28.20000076,1,2,1,0.5,5,5,5,5,5,4,5,5,5,"Kim Maune is a great Director, manager, and mentor. Job satisfaction strongly relates to team management, workload reviews, and a clear understanding of your role. The PHN RAS does a great job.",Greater access to other RAS units/data sharing.,5,5,5,5,5,1,5,4,5,5,5,5,5,,,5,5,5,5,5,5,5,5,5,5,4,3,4,,,5,5,5,5,5,5,4,,,5,4,4,5,4,4,0,0,0,0,0,1,0,0,,5,5,5,5,4,5,5,5,5,,,5,5,5,5,5,
86,2,2,Basic Sciences,7.5,1,5,"Dir, Research Admin Svcs",3,42.40000153,1,1,1,0.300000012,4,4,4,4,4,4,4,4,4,,More development opportunities for staff,4,4,4,4,4,2,3,4,3,3,2,3,4,,,4,2,3,4,4,4,3,2,3,2,4,4,3,,Develop more opportunities to interact with other RAS units and also other ORA areas Team Building activities,4,4,2,3,4,4,4,,,2,2,3,3,3,4,0,1,0,0,0,0,1,0,"ARRT Similar to RAE, but designed towards individuals with research experience",3,2,4,3,3,4,3,2,4,Resources: Dedicated conference room or meeting space and computer upgrade,,4,4,4,4,4,
87,2,1,"Anesthesiology, Brain Health, Orthopaedics, and Surgical Services",7.5,1,3,"Research Admin, Post Award III",3,34.29999924,1,1,1,0.400000006,5,5,5,5,4,5,5,4,4,I've only been here a short period of time but am happy with my workload and the support from management.,,4,4,4,4,4,1,4,4,3,3,4,4,4,,,4,4,4,4,4,4,4,4,4,4,4,4,4,,,4,4,4,4,4,4,4,,,4,4,4,4,3,3,0,1,0,0,1,0,0,0,,4,3,3,4,4,4,4,4,4,,,4,4,4,4,4,
88,2,5,Department of Medicine,6.25,1,2,"Research Admin, Post Award II",2,33.40000153,1,1,1,0.300000012,4,3,5,4,4,1,3,3,1,Workload is overbearing and sets you up for failure. Portfolio funds and RA workload to not coincide.,The department distributing workload based on portfolio and PI demands.,3,4,4,2,3,3,3,2,2,3,1,2,3,The manager and director turn a blind eye on your workload and the expect 110% out of you.,Hire more people -balance workload.,2,3,4,4,4,4,3,3,3,2,5,5,2,Environment feels militant. Relationships with PI's could be better and much more laid back. Managers come to the meetings with a very lets get to the point attitude. Meetings always feel tense.,Allow people to breathe.,4,4,4,4,3,3,3,,"Monthly or quarterly meetings held for all RAS units. Provide basic internal and external (NIH, PMS, etc.)",2,3,3,3,3,3,0,1,0,0,1,0,1,0,Learn to work effectively with outside departments in the University. Came into the dept and there are too many politics and wars going on.,3,4,4,3,1,1,1,2,3,Computers constantly need to be rebooted. Some of the internal websites could be better laid out and more transparent.,,1,4,2,1,1,Listen to your employees. If people are quitting take time to figure out why. Don't burn people out.
89,2,5,Department of Medicine,7.5,1,2,"Research Admin, Pre-Award II",2,37.09999847,1,2,1,0.100000001,3,2,3,5,4,3,3,3,4,,,3,3,4,3,3,2,3,3,3,3,3,3,3,,,3,3,4,4,4,5,4,4,5,4,4,4,4,,,3,3,3,3,4,4,4,,,3,3,3,3,3,3,1,0,1,0,0,0,0,0,,3,3,3,3,4,3,3,4,4,,,4,5,4,4,5,
90,2,1,"Anesthesiology, Brain Health, Orthopaedics, and Surgical Services",6.25,1,2,"Research Admin, Post Award II",3,28,1,2,1,0.300000012,4,2,4,4,4,3,3,3,3,Reduce the number of processes.,A clearer understanding on how performance is being measured.,4,4,4,4,4,2,4,3,3,4,4,4,4,,,3,3,3,4,4,4,4,4,4,3,4,4,2,,,3,3,3,4,3,4,3,,,4,4,3,4,4,3,1,1,0,0,0,1,0,0,,4,3,3,3,3,3,4,3,4,,,3,3,3,3,3,
91,2,5,Department of Medicine,6.25,1,1,"Research Admin, Post-Award I",3,29.60000038,1,2,1,0.899999976,2,2,3,1,3,1,1,3,1,A more positive and safe work environment would increase job satisfaction immensely.,"I would appreciate a management team that corrected an issue when they became aware of the issue.  A problem should not exist for years.  It would also be helpful if the management team was focused more on the success of the individuals within in the RAS nstead of their own success.  I believe for a team to succeed individuals must be successful.  A more positive work environment would also be helpful.  Metrics are important, however, people are more important.",4,4,4,4,2,1,4,1,3,2,1,2,4,"I believe my direct supervisor cares about individuals, their work, and their development.  At times, I feel my direct supervisor is not allowed to move forward with her ideas.  However, there are times I feel she only want to move up.  Consistency would e help increase my level of satisfaction.  The RAS Director treats some better than others.  I do not believe there is a way to increase my satisfaction with someone who does not play well with others and always wants to get the win.",Focus more on team moral.,2,4,2,4,3,3,2,3,3,1,4,4,1,,,3,2,3,2,3,4,4,,,3,3,3,3,5,3,0,0,0,0,0,1,1,1,,4,4,3,3,4,1,2,1,5,,,1,3,4,3,1,
92,3,8,Public Health and Nursing,10,1,3,"Research Admin, Pre-Award III",3,31.89999962,1,1,1,0.300000012,5,4,5,5,4,4,5,5,5,,,5,5,5,5,5,1,5,3,3,3,3,5,5,,,4,4,4,4,4,4,4,2,3,4,4,4,4,,,4,4,4,4,3,3,3,,,4,4,4,4,4,4,0,0,0,0,0,0,0,0,,4,4,3,4,4,4,4,4,3,,,4,4,4,4,4,
